Asymmetry_PionDet
-1459.4625801362195
-116.7742523561737
-1569.1473502474637
-2475.98588189393
-1718.342449789878
-1878.6280241108561
-1663.8190125511014
-1707.2558730022895
448.4619625627124
-936.6849006067325
3.416510213704547
563.856113539263
-45.508772258069136
898.2388574076714
1930.2710571831615
1989.1864906063656
1375.6491160338019
1661.7199714633512
2124.8896953668286
937.9291672893362
549.6387038223905
1421.1018078484733
1264.5226902074778
1021.364193813672
-51.12606573205328
-947.9893312620071
-814.8901310139452
-1811.242863754765
