Asymmetry_PionDet
7330.635131807802
10400.304383263872
12567.704587777682
11147.976710282497
7468.051135940356
12232.133575483926
10824.967336125132
11389.720290377638
7193.152226795211
11581.478250695001
9522.943953526932
12421.548660616276
6274.896074007366
11016.281924698495
13046.08389520792
10535.789465080026
8079.41012748586
12178.509995989845
12200.875309039599
9681.463267553661
6969.042700148271
12055.371299420645
13394.659869929683
11220.495302519317
6049.783972139639
10834.323395188241
12912.502806190427
11842.208180878666
