Asymmetry_MainDet
392.92082852325916
386.73317921710134
446.0183123676093
506.85502916635255
417.7670173035505
322.290583371831
86.24650291455784
-128.03280514730974
128.33343144982314
334.6719601602436
449.5665493433449
589.1056191673372
569.8131362679452
609.3672056694387
558.8814270109157
481.70014146409
409.43077816618575
223.68746600742003
30.80240550689041
-67.50399731376133
51.241560558860265
231.6272522345302
383.76994361352666
410.45560121457964
368.65735103533297
329.88658020455506
210.25214810700004
98.49826751881825
82.05279227094655
7.983779973852263
-34.72156664764626
44.14654085688124
8.46589485401415
-24.044767649022155
-16.40643820457613
3.918661902424443
-149.98493036627804
-237.06870792468865
-266.89620795435366
-340.0029457061166
-312.6614901628881
-193.7465934381198
-56.328818252891516
94.994295583756
-17.37993878257388
-265.59283389227244
-404.92736691794397
-447.94035609717434
-531.5041014678387
-587.0403181530805
-578.6962531944916
-537.9269184067222
-475.71380045803966
-225.75593793746705
-26.8347055066594
100.28733901192949
-40.33523806039124
-292.66383933003794
-415.4445271854227
-541.9003262356871
-508.7581385414549
-519.5812727963674
-435.65541148388274
-346.84608733243437
-303.7412628266185
-190.36209287858736
-44.5960580781788
55.72187082896879
-82.22296735813998
-151.4659988509823
-214.0202320741095
-199.86102292138554
-105.12415529087818
-65.62995211344797
51.724360997276044
90.91288266728688
133.9559739355904
88.69134573133526
46.1880982445973
-24.41097651624448
-1.098187972554997
125.08672630740037
212.71150382702118
261.220470360929
